 
 ETABS v9.7.3  File:HW4-V4-CASE2  Units:N-m  April 23, 2018 17:37  PAGE 1
    0.38000     0.00000     0.00000     0.00000     0.00000
    0.38500     0.00000     0.00000     0.00000     0.00000
    0.39000     0.00000     0.00000     0.00000     0.00000
    0.39500     0.00000     0.00000     0.00000     0.00000
    0.40000     0.00000     0.00000     0.00000     0.00000
    0.40500     0.00000     0.00000     0.00000     0.00000
    0.41000     0.00000     0.00000     0.00000     0.00000
    0.41500     0.00000     0.00000     0.00000     0.00000
    0.42000     0.00000     0.00000     0.00000     0.00000
    0.42500     0.00000     0.00000     0.00000     0.00000
    0.43000     0.00000     0.00000     0.00000     0.00000
    0.43500     0.00000     0.00000     0.00000     0.00000
    0.44000     0.00000     0.00000     0.00000     0.00000
    0.44500     0.00000     0.00000     0.00000     0.00000
    0.45000     0.00000     0.00000     0.00000     0.00000
    0.45500     0.00000     0.00000     0.00000     0.00000
    0.46000     0.00000     0.00000     0.00000     0.00000
    0.46500     0.00000     0.00000     0.00000     0.00000
    0.47000     0.00000     0.00000     0.00000     0.00000
    0.47500     0.00000     0.00000     0.00000     0.00000
    0.48000     0.00000     0.00000     0.00000     0.00000
    0.48500     0.00000     0.00000     0.00000     0.00000
    0.49000     0.00000     0.00000     0.00000     0.00000
    0.49500     0.00000     0.00000     0.00000     0.00000
    0.50000     0.00000     0.00000     0.00000     0.00000
    0.50500     0.00000     0.00000     0.00000     0.00000
    0.51000     0.00000     0.00000     0.00000     0.00000
    0.51500     0.00000     0.00000     0.00000     0.00000
    0.52000     0.00000     0.00000     0.00000     0.00000
    0.52500     0.00000     0.00000     0.00000     0.00000
    0.53000     0.00000     0.00000     0.00000     0.00000
    0.53500     0.00000     0.00000     0.00000     0.00000
    0.54000     0.00000     0.00000     0.00000     0.00000
    0.54500     0.00000     0.00000     0.00000     0.00000
    0.55000     0.00000     0.00000     0.00000     0.00000
    0.55500     0.00000     0.00000     0.00000     0.00000
    0.56000     0.00000     0.00000     0.00000     0.00000
    0.56500     0.00000     0.00000     0.00000     0.00000
    0.57000     0.00000     0.00000     0.00000     0.00000
    0.57500     0.00000     0.00000     0.00000     0.00000
    0.58000     0.00000     0.00000     0.00000   1.024E-06
    0.58500     0.00000     0.00000     0.00000   1.132E-06
    0.59000     0.00000     0.00000     0.00000   1.205E-06
    0.59500     0.00000     0.00000     0.00000   1.226E-06
    0.60000     0.00000     0.00000     0.00000   1.248E-06
    0.60500     0.00000     0.00000     0.00000   1.244E-06
    0.61000     0.00000     0.00000     0.00000   1.264E-06
    0.61500     0.00000     0.00000     0.00000   1.218E-06
    0.62000     0.00000     0.00000     0.00000   1.196E-06
    0.62500     0.00000     0.00000     0.00000   1.266E-06
    0.63000     0.00000     0.00000     0.00000   1.346E-06
    0.63500   1.005E-06     0.00000     0.00000   1.323E-06
    0.64000   1.027E-06     0.00000     0.00000   1.285E-06
    0.64500   1.048E-06     0.00000     0.00000   1.314E-06
    0.65000   1.070E-06     0.00000     0.00000   1.327E-06
    0.65500   1.091E-06     0.00000     0.00000   1.355E-06
    0.66000   1.113E-06     0.00000     0.00000   1.385E-06
    0.66500   1.135E-06     0.00000     0.00000   1.398E-06
    0.67000   1.158E-06     0.00000     0.00000   1.427E-06
    0.67500   1.181E-06     0.00000     0.00000   1.456E-06
    0.68000   1.206E-06     0.00000     0.00000   1.505E-06
    0.68500   1.233E-06     0.00000     0.00000   1.558E-06
    0.69000   1.261E-06     0.00000     0.00000   1.574E-06
    0.69500   1.288E-06     0.00000     0.00000   1.589E-06
    0.70000   1.316E-06     0.00000     0.00000   1.641E-06
    0.70500   1.347E-06     0.00000     0.00000   1.719E-06
    0.71000   1.382E-06     0.00000     0.00000   1.783E-06
    0.71500   1.418E-06     0.00000     0.00000   1.802E-06
    0.72000   1.451E-06     0.00000     0.00000   1.778E-06
    0.72500   1.479E-06     0.00000     0.00000   1.775E-06
    0.73000   1.506E-06     0.00000     0.00000   1.789E-06
    0.73500   1.532E-06     0.00000     0.00000   1.802E-06
    0.74000   1.557E-06     0.00000     0.00000   1.829E-06
    0.74500   1.581E-06     0.00000     0.00000   1.828E-06
    0.75000   1.600E-06     0.00000     0.00000   1.825E-06
    0.75500   1.617E-06     0.00000     0.00000   1.815E-06
    0.76000   1.624E-06     0.00000     0.00000   1.795E-06
    0.76500   1.619E-06     0.00000     0.00000   1.802E-06
    0.77000   1.610E-06     0.00000     0.00000   1.792E-06
    0.77500   1.602E-06     0.00000     0.00000   1.783E-06
    0.78000   1.593E-06     0.00000     0.00000   1.778E-06
    0.78500   1.580E-06     0.00000     0.00000   1.797E-06
    0.79000   1.557E-06     0.00000     0.00000   1.868E-06
    0.79500   1.524E-06     0.00000     0.00000   1.911E-06
    0.80000   1.487E-06     0.00000     0.00000   1.892E-06
    0.80500   1.450E-06     0.00000     0.00000   1.873E-06
    0.81000   1.411E-06     0.00000     0.00000   1.877E-06
    0.81500   1.370E-06     0.00000     0.00000   1.909E-06
    0.82000   1.324E-06     0.00000     0.00000   1.913E-06
    0.82500   1.278E-06     0.00000     0.00000   1.858E-06
    0.83000   1.233E-06     0.00000     0.00000   1.895E-06
    0.83500   1.182E-06     0.00000     0.00000   1.970E-06
    0.84000   1.129E-06     0.00000     0.00000   1.939E-06
    0.84500   1.077E-06     0.00000     0.00000   1.945E-06
    0.85000   1.021E-06     0.00000     0.00000   2.077E-06
    0.85500     0.00000   1.055E-06     0.00000   2.223E-06
    0.86000     0.00000   1.022E-06     0.00000   2.134E-06
    0.86500     0.00000     0.00000     0.00000   1.750E-06
    0.87000     0.00000     0.00000     0.00000   1.473E-06
    0.87500     0.00000     0.00000     0.00000   1.479E-06
    0.88000     0.00000     0.00000     0.00000   1.668E-06
    0.88500     0.00000     0.00000     0.00000   1.846E-06
    0.89000     0.00000   1.134E-06     0.00000   1.999E-06
    0.89500     0.00000   1.187E-06     0.00000   2.007E-06
    0.90000     0.00000   1.292E-06     0.00000   2.068E-06
    0.90500     0.00000   1.691E-06     0.00000   2.423E-06
    0.91000     0.00000   2.003E-06     0.00000   2.690E-06
    0.91500     0.00000   2.265E-06     0.00000   2.909E-06
    0.92000     0.00000   2.463E-06     0.00000   3.067E-06
    0.92500     0.00000   2.587E-06     0.00000   3.155E-06
    0.93000     0.00000   2.946E-06     0.00000   3.483E-06
    0.93500     0.00000   3.321E-06     0.00000   3.831E-06
    0.94000     0.00000   3.710E-06     0.00000   4.200E-06
    0.94500     0.00000   4.208E-06     0.00000   4.686E-06
    0.95000     0.00000   4.727E-06     0.00000   5.202E-06
    0.95500     0.00000   5.157E-06     0.00000   5.639E-06
    0.96000     0.00000   5.373E-06     0.00000   5.875E-06
    0.96500     0.00000   5.695E-06     0.00000   6.229E-06
    0.97000     0.00000   6.130E-06     0.00000   6.709E-06
    0.97500     0.00000   6.446E-06     0.00000   7.086E-06
    0.98000     0.00000   6.512E-06     0.00000   7.227E-06
    0.98500     0.00000   6.688E-06     0.00000   7.491E-06
    0.99000     0.00000   7.102E-06     0.00000   8.010E-06
    0.99500     0.00000   7.383E-06     0.00000   8.414E-06
    1.00000     0.00000   8.186E-06     0.00000   9.359E-06
    1.00500     0.00000   9.152E-06     0.00000   1.050E-05
    1.01000     0.00000   8.981E-06     0.00000   1.052E-05
    1.01500     0.00000   8.516E-06     0.00000   1.026E-05
    1.02000     0.00000   8.049E-06   1.049E-06   1.002E-05
    1.02500   1.092E-06   7.581E-06   1.098E-06   9.772E-06
    1.03000   1.283E-06   8.158E-06   1.147E-06   1.059E-05
    1.03500   1.500E-06   8.737E-06   1.201E-06   1.144E-05
    1.04000   1.735E-06   8.611E-06   1.255E-06   1.160E-05
    1.04500   1.984E-06   8.195E-06   1.308E-06   1.149E-05
    1.05000   2.241E-06   7.908E-06   1.358E-06   1.151E-05
    1.05500   2.513E-06   7.743E-06   1.408E-06   1.166E-05
    1.06000   2.791E-06   6.929E-06   1.454E-06   1.117E-05
    1.06500   3.064E-06   6.034E-06   1.495E-06   1.059E-05
    1.07000   3.334E-06   5.631E-06   1.531E-06   1.050E-05
    1.07500   3.611E-06   5.562E-06   1.566E-06   1.074E-05
    1.08000   3.895E-06   5.263E-06   1.601E-06   1.076E-05
    1.08500   4.178E-06   4.754E-06   1.632E-06   1.056E-05
    1.09000   4.457E-06   4.462E-06   1.661E-06   1.058E-05
    1.09500   4.741E-06   4.467E-06   1.689E-06   1.090E-05
    1.10000   5.033E-06   4.265E-06   1.716E-06   1.101E-05
    1.10500   5.317E-06   3.598E-06   1.741E-06   1.066E-05
    1.11000   5.581E-06   2.903E-06   1.762E-06   1.024E-05
    1.11500   5.825E-06   2.422E-06   1.778E-06   1.002E-05
    1.12000   6.052E-06   1.982E-06   1.792E-06   9.826E-06
    1.12500   6.258E-06   1.525E-06   1.803E-06   9.586E-06
    1.13000   6.440E-06   1.126E-06   1.811E-06   9.377E-06
    1.13500   6.599E-06     0.00000   1.818E-06   9.289E-06
    1.14000   6.740E-06     0.00000   1.822E-06   9.176E-06
    1.14500   6.850E-06     0.00000   1.825E-06   8.991E-06
    1.15000   6.927E-06     0.00000   1.827E-06   8.904E-06
    1.15500   6.982E-06     0.00000   1.827E-06   8.890E-06
    1.16000   7.020E-06     0.00000   1.828E-06   8.872E-06
    1.16500   7.042E-06     0.00000   1.828E-06   8.899E-06
    1.17000   7.079E-06     0.00000   1.828E-06   8.950E-06
    1.17500   7.104E-06     0.00000   1.828E-06   8.944E-06
    1.18000   7.113E-06     0.00000   1.828E-06   8.941E-06
    1.18500   7.097E-06     0.00000   1.828E-06   8.947E-06
    1.19000   7.063E-06     0.00000   1.829E-06   8.967E-06
    1.19500   7.005E-06     0.00000   1.829E-06   8.995E-06
    1.20000   6.929E-06     0.00000   1.831E-06   9.037E-06
    1.20500   6.830E-06     0.00000   1.833E-06   9.117E-06
    1.21000   6.711E-06     0.00000   1.836E-06   9.145E-06
    1.21500   6.578E-06     0.00000   1.840E-06   9.178E-06
    1.22000   6.435E-06     0.00000   1.845E-06   9.044E-06
    1.22500   6.297E-06     0.00000   1.850E-06   8.999E-06
    1.23000   6.142E-06   1.035E-06   1.856E-06   9.034E-06
    1.23500   5.986E-06   1.033E-06   1.863E-06   8.881E-06
    1.24000   5.830E-06   1.029E-06   1.869E-06   8.728E-06
    1.24500   5.674E-06   1.172E-06   1.876E-06   8.722E-06
    1.25000   5.502E-06   1.548E-06   1.885E-06   8.934E-06
    1.25500   5.312E-06   1.776E-06   1.895E-06   8.983E-06
    1.26000   5.117E-06   1.950E-06   1.907E-06   8.973E-06
    1.26500   4.916E-06   2.058E-06   1.920E-06   8.894E-06
    1.27000   4.718E-06   2.096E-06   1.933E-06   8.746E-06
    1.27500   4.519E-06   2.270E-06   1.946E-06   8.735E-06
    1.28000   4.314E-06   2.596E-06   1.961E-06   8.871E-06
    1.28500   4.097E-06   3.102E-06   1.979E-06   9.178E-06
    1.29000   3.869E-06   3.466E-06   2.000E-06   9.335E-06
    1.29500   3.639E-06   3.658E-06   2.022E-06   9.320E-06
    1.30000   3.410E-06   3.848E-06   2.046E-06   9.304E-06
    1.30500   3.185E-06   3.939E-06   2.071E-06   9.195E-06
    1.31000   2.968E-06   3.745E-06   2.095E-06   8.808E-06
    1.31500   2.766E-06   3.550E-06   2.118E-06   8.433E-06
    1.32000   2.572E-06   3.617E-06   2.140E-06   8.329E-06
    1.32500   2.382E-06   3.768E-06   2.163E-06   8.313E-06
    1.33000   2.195E-06   4.009E-06   2.188E-06   8.392E-06
    1.33500   2.010E-06   4.151E-06   2.213E-06   8.375E-06
    1.34000   1.832E-06   4.288E-06   2.240E-06   8.359E-06
    1.34500   1.656E-06   4.721E-06   2.268E-06   8.645E-06
    1.35000   1.482E-06   4.950E-06   2.299E-06   8.731E-06
    1.35500   1.316E-06   5.174E-06   2.330E-06   8.821E-06
    1.36000   1.153E-06   5.727E-06   2.364E-06   9.245E-06
    1.36500     0.00000   6.177E-06   2.402E-06   9.573E-06
    1.37000     0.00000   6.629E-06   2.442E-06   9.913E-06
    1.37500     0.00000   6.956E-06   2.485E-06   1.014E-05
    1.38000     0.00000   7.149E-06   2.529E-06   1.024E-05
    1.38500     0.00000   7.330E-06   2.575E-06   1.035E-05
    1.39000     0.00000   7.369E-06   2.621E-06   1.033E-05
    1.39500     0.00000   7.523E-06   2.668E-06   1.044E-05
    1.40000     0.00000   7.532E-06   2.715E-06   1.042E-05
    1.40500     0.00000   7.397E-06   2.762E-06   1.026E-05
    1.41000     0.00000   7.506E-06   2.809E-06   1.037E-05
    1.41500     0.00000   7.471E-06   2.856E-06   1.035E-05
    1.42000     0.00000   7.551E-06   2.903E-06   1.046E-05
    1.42500     0.00000   7.880E-06   2.951E-06   1.083E-05
    1.43000     0.00000   8.064E-06   3.001E-06   1.108E-05
    1.43500     0.00000   8.098E-06   3.052E-06   1.119E-05
    1.44000     0.00000   7.588E-06   3.102E-06   1.077E-05
    1.44500     0.00000   7.336E-06   3.148E-06   1.062E-05
    1.45000     0.00000   7.198E-06   3.194E-06   1.060E-05
    1.45500     0.00000   6.800E-06   3.238E-06   1.033E-05
    1.46000     0.00000   6.642E-06   3.280E-06   1.031E-05
    1.46500     0.00000   6.595E-06   3.322E-06   1.041E-05
    1.47000     0.00000   6.780E-06   3.364E-06   1.076E-05
    1.47500     0.00000   6.706E-06   3.407E-06   1.086E-05
    1.48000     0.00000   6.498E-06   3.448E-06   1.084E-05
    1.48500   1.052E-06   6.401E-06   3.488E-06   1.094E-05
    1.49000   1.219E-06   6.056E-06   3.528E-06   1.080E-05
    1.49500   1.393E-06   5.711E-06   3.565E-06   1.067E-05
    1.50000   1.574E-06   5.476E-06   3.600E-06   1.065E-05
    1.50500   1.764E-06   5.677E-06   3.634E-06   1.108E-05
    1.51000   1.972E-06   5.870E-06   3.671E-06   1.151E-05
    1.51500   2.188E-06   5.486E-06   3.707E-06   1.138E-05
    1.52000   2.407E-06   5.107E-06   3.740E-06   1.125E-05
    1.52500   2.631E-06   5.151E-06   3.772E-06   1.155E-05
    1.53000   2.869E-06   5.078E-06   3.804E-06   1.175E-05
    1.53500   3.108E-06   4.685E-06   3.835E-06   1.163E-05
    1.54000   3.350E-06   4.499E-06   3.864E-06   1.171E-05
    1.54500   3.597E-06   4.408E-06   3.892E-06   1.190E-05
    1.55000   3.847E-06   4.019E-06   3.919E-06   1.178E-05
    1.55500   4.088E-06   3.463E-06   3.942E-06   1.149E-05
    1.56000   4.321E-06   3.109E-06   3.963E-06   1.139E-05
    1.56500   4.551E-06   2.929E-06   3.981E-06   1.146E-05
    1.57000   4.779E-06   2.671E-06   3.999E-06   1.145E-05
    1.57500   4.999E-06   2.421E-06   4.015E-06   1.144E-05
    1.58000   5.217E-06   2.250E-06   4.030E-06   1.150E-05
    1.58500   5.428E-06   2.013E-06   4.043E-06   1.148E-05
    1.59000   5.631E-06   1.724E-06   4.055E-06   1.141E-05
    1.59500   5.819E-06   1.455E-06   4.065E-06   1.134E-05
    1.60000   5.997E-06   1.259E-06   4.073E-06   1.133E-05
    1.60500   6.168E-06   1.228E-06   4.081E-06   1.148E-05
    1.61000   6.342E-06   1.143E-06   4.089E-06   1.157E-05
    1.61500   6.501E-06     0.00000   4.095E-06   1.147E-05
    1.62000   6.644E-06     0.00000   4.100E-06   1.146E-05
    1.62500   6.781E-06     0.00000   4.104E-06   1.161E-05
    1.63000   6.923E-06     0.00000   4.109E-06   1.177E-05
    1.63500   7.059E-06     0.00000   4.113E-06   1.173E-05
    1.64000   7.171E-06     0.00000   4.116E-06   1.166E-05
    1.64500   7.265E-06     0.00000   4.118E-06   1.163E-05
    1.65000   7.338E-06     0.00000   4.119E-06   1.160E-05
    1.65500   7.393E-06     0.00000   4.120E-06   1.157E-05
    1.66000   7.423E-06     0.00000   4.120E-06   1.156E-05
    1.66500   7.440E-06     0.00000   4.120E-06   1.156E-05
    1.67000   7.443E-06     0.00000   4.120E-06   1.156E-05
    1.67500   7.430E-06     0.00000   4.120E-06   1.157E-05
    1.68000   7.396E-06     0.00000   4.120E-06   1.158E-05
    1.68500   7.347E-06     0.00000   4.121E-06   1.157E-05
    1.69000   7.286E-06     0.00000   4.122E-06   1.159E-05
    1.69500   7.204E-06     0.00000   4.123E-06   1.157E-05
    1.70000   7.121E-06     0.00000   4.125E-06   1.153E-05
    1.70500   7.023E-06     0.00000   4.127E-06   1.156E-05
    1.71000   6.909E-06     0.00000   4.130E-06   1.157E-05
    1.71500   6.782E-06     0.00000   4.134E-06   1.161E-05
    1.72000   6.637E-06     0.00000   4.139E-06   1.166E-05
    1.72500   6.482E-06     0.00000   4.144E-06   1.157E-05
    1.73000   6.325E-06   1.060E-06   4.151E-06   1.154E-05
    1.73500   6.148E-06   1.563E-06   4.159E-06   1.187E-05
    1.74000   5.937E-06   2.089E-06   4.170E-06   1.220E-05
    1.74500   5.714E-06   2.240E-06   4.184E-06   1.214E-05
    1.75000   5.488E-06   2.392E-06   4.199E-06   1.208E-05
    1.75500   5.257E-06   2.619E-06   4.214E-06   1.209E-05
    1.76000   5.022E-06   2.850E-06   4.231E-06   1.210E-05
    1.76500   4.787E-06   2.762E-06   4.249E-06   1.180E-05
    1.77000   4.566E-06   2.594E-06   4.266E-06   1.143E-05
    1.77500   4.352E-06   2.575E-06   4.282E-06   1.121E-05
    1.78000   4.144E-06   2.627E-06   4.298E-06   1.107E-05
    1.78500   3.936E-06   2.832E-06   4.316E-06   1.108E-05
    1.79000   3.722E-06   3.289E-06   4.335E-06   1.135E-05
    1.79500   3.498E-06   3.680E-06   4.357E-06   1.153E-05
    1.80000   3.274E-06   3.803E-06   4.380E-06   1.146E-05
    1.80500   3.055E-06   3.828E-06   4.404E-06   1.129E-05
    1.81000   2.844E-06   3.938E-06   4.429E-06   1.121E-05
    1.81500   2.633E-06   4.333E-06   4.455E-06   1.142E-05
    1.82000   2.422E-06   4.431E-06   4.482E-06   1.134E-05
    1.82500   2.223E-06   4.225E-06   4.510E-06   1.096E-05
    1.83000   2.035E-06   4.306E-06   4.536E-06   1.088E-05
    1.83500   1.850E-06   4.579E-06   4.564E-06   1.099E-05
    1.84000   1.671E-06   4.644E-06   4.593E-06   1.091E-05
    1.84500   1.500E-06   4.700E-06   4.622E-06   1.082E-05
    1.85000   1.338E-06   4.645E-06   4.652E-06   1.063E-05
    1.85500   1.186E-06   4.683E-06   4.681E-06   1.055E-05
    1.86000   1.042E-06   4.610E-06   4.711E-06   1.036E-05
    1.86500     0.00000   3.761E-06   4.737E-06   9.413E-06
    1.87000     0.00000   3.075E-06   4.758E-06   8.641E-06
    1.87500     0.00000   3.166E-06   4.778E-06   8.656E-06
    1.88000     0.00000   3.692E-06   4.799E-06   9.108E-06
    1.88500     0.00000   4.150E-06   4.824E-06   9.497E-06
    1.89000     0.00000   4.229E-06   4.850E-06   9.513E-06
    1.89500     0.00000   4.106E-06   4.877E-06   9.336E-06
    1.90000     0.00000   4.461E-06   4.903E-06   9.646E-06
    1.90500     0.00000   5.244E-06   4.933E-06   1.039E-05
    1.91000     0.00000   5.733E-06   4.968E-06   1.085E-05
    1.91500     0.00000   6.115E-06   5.005E-06   1.122E-05
    1.92000     0.00000   6.737E-06   5.046E-06   1.184E-05
    1.92500     0.00000   7.373E-06   5.090E-06   1.248E-05
    1.93000     0.00000   8.021E-06   5.138E-06   1.316E-05
    1.93500     0.00000   8.538E-06   5.191E-06   1.373E-05
    1.94000     0.00000   8.771E-06   5.245E-06   1.403E-05
    1.94500     0.00000   8.849E-06   5.300E-06   1.420E-05
    1.95000     0.00000   9.051E-06   5.356E-06   1.450E-05
    1.95500     0.00000   9.381E-06   5.414E-06   1.496E-05
    1.96000     0.00000   9.404E-06   5.474E-06   1.513E-05
    1.96500     0.00000   9.409E-06   5.533E-06   1.530E-05
    1.97000     0.00000   9.833E-06   5.593E-06   1.591E-05
    1.97500     0.00000   1.086E-05   5.657E-06   1.715E-05
    1.98000     0.00000   1.175E-05   5.729E-06   1.829E-05
    1.98500   1.020E-06   1.198E-05   5.804E-06   1.881E-05
    1.99000   1.253E-06   1.236E-05   5.880E-06   1.949E-05
    1.99500   1.515E-06   1.289E-05   5.959E-06   2.036E-05
    2.00000   1.810E-06   1.392E-05   6.043E-06   2.178E-05
    2.00500   2.147E-06   1.478E-05   6.134E-06   2.306E-05
    2.01000   2.513E-06   1.435E-05   6.226E-06   2.309E-05
    2.01500   2.900E-06   1.373E-05   6.314E-06   2.295E-05
    2.02000   3.307E-06   1.344E-05   6.399E-06   2.315E-05
    2.02500   3.737E-06   1.313E-05   6.483E-06   2.335E-05
    2.03000   4.189E-06   1.314E-05   6.565E-06   2.389E-05
    2.03500   4.671E-06   1.329E-05   6.648E-06   2.461E-05
    2.04000   5.174E-06   1.273E-05   6.730E-06   2.464E-05
    2.04500   5.685E-06   1.152E-05   6.807E-06   2.401E-05
    2.05000   6.191E-06   1.050E-05   6.875E-06   2.356E-05
    2.05500   6.701E-06   9.948E-06   6.940E-06   2.359E-05
    2.06000   7.212E-06   8.968E-06   7.000E-06   2.318E-05
    2.06500   7.708E-06   7.759E-06   7.052E-06   2.252E-05
    2.07000   8.186E-06   6.871E-06   7.098E-06   2.215E-05
    2.07500   8.652E-06   6.262E-06   7.139E-06   2.205E-05
    2.08000   9.110E-06   5.670E-06   7.176E-06   2.196E-05
    2.08500   9.555E-06   5.100E-06   7.210E-06   2.186E-05
    2.09000   9.988E-06   4.653E-06   7.241E-06   2.188E-05
    2.09500   1.041E-05   4.317E-06   7.269E-06   2.200E-05
    2.10000   1.083E-05   4.082E-06   7.295E-06   2.221E-05
    2.10500   1.124E-05   3.572E-06   7.320E-06   2.213E-05
    2.11000   1.163E-05   3.009E-06   7.340E-06   2.197E-05
    2.11500   1.199E-05   2.719E-06   7.358E-06   2.207E-05
    2.12000   1.235E-05   2.823E-06   7.375E-06   2.255E-05
    2.12500   1.273E-05   2.841E-06   7.393E-06   2.297E-05
    2.13000   1.310E-05   2.396E-06   7.410E-06   2.290E-05
    2.13500   1.343E-05   1.985E-06   7.423E-06   2.284E-05
    2.14000   1.374E-05   1.551E-06   7.435E-06   2.273E-05
    2.14500   1.401E-05   1.119E-06   7.443E-06   2.257E-05
    2.15000   1.424E-05     0.00000   7.449E-06   2.253E-05
    2.15500   1.445E-05     0.00000   7.454E-06   2.250E-05
    2.16000   1.461E-05     0.00000   7.457E-06   2.244E-05
    2.16500   1.474E-05     0.00000   7.458E-06   2.235E-05
    2.17000   1.480E-05     0.00000   7.459E-06   2.230E-05
    2.17500   1.483E-05     0.00000   7.459E-06   2.229E-05
    2.18000   1.483E-05     0.00000   7.459E-06   2.229E-05
    2.18500   1.480E-05     0.00000   7.459E-06   2.228E-05
    2.19000   1.474E-05     0.00000   7.459E-06   2.231E-05
    2.19500   1.464E-05     0.00000   7.461E-06   2.236E-05
    2.20000   1.450E-05     0.00000   7.463E-06   2.233E-05
    2.20500   1.434E-05     0.00000   7.465E-06   2.236E-05
    2.21000   1.415E-05     0.00000   7.470E-06   2.243E-05
    2.21500   1.393E-05     0.00000   7.475E-06   2.229E-05
    2.22000   1.371E-05     0.00000   7.481E-06   2.215E-05
    2.22500   1.346E-05   1.292E-06   7.488E-06   2.224E-05
    2.23000   1.318E-05   1.606E-06   7.497E-06   2.229E-05
