longitudinal	transverse	vertical
0.260 	-0.020 	-0.840 
0.040 	-0.050 	-0.570 
-0.150 	-0.030 	-0.620 
0.180 	0.000 	-0.740 
0.300 	0.100 	-0.240 
0.140 	-0.020 	-0.670 
0.250 	-0.060 	-0.480 
0.500 	0.150 	0.170 
0.220 	0.000 	-0.550 
0.180 	-0.110 	-0.140 
0.480 	0.090 	0.500 
0.130 	0.040 	-0.230 
0.000 	-0.170 	0.110 
0.280 	-0.070 	0.500 
0.080 	0.120 	0.050 
-0.160 	-0.130 	0.300 
0.190 	-0.180 	0.390 
0.330 	0.100 	0.160 
0.060 	-0.010 	0.440 
0.350 	-0.050 	0.220 
0.480 	0.010 	0.110 
0.150 	0.030 	0.540 
0.260 	0.050 	-0.010 
0.390 	-0.040 	0.080 
0.310 	0.070 	0.520 
0.190 	0.040 	-0.240 
0.140 	-0.140 	0.230 
0.230 	-0.100 	0.660 
-0.030 	-0.050 	-0.140 
-0.010 	-0.030 	0.410 
0.310 	0.000 	0.760 
0.120 	-0.100 	0.310 
0.170 	-0.230 	0.890 
0.360 	-0.210 	0.940 
0.200 	-0.100 	0.650 
0.280 	-0.190 	1.230 
0.270 	-0.100 	1.050 
0.200 	-0.060 	0.880 
0.220 	-0.200 	1.170 
0.020 	-0.080 	0.820 
0.060 	-0.010 	1.070 
0.030 	0.080 	1.040 
-0.280 	-0.050 	0.340 
-0.140 	-0.150 	0.950 
-0.020 	0.170 	0.980 
-0.230 	-0.010 	0.060 
-0.100 	-0.230 	0.650 
0.000 	0.070 	0.610 
-0.100 	0.110 	-0.020 
-0.080 	-0.100 	0.580 
-0.030 	-0.040 	0.250 
-0.200 	0.130 	0.000 
-0.230 	-0.030 	0.450 
-0.030 	-0.060 	0.150 
-0.250 	0.120 	0.270 
-0.350 	-0.040 	0.330 
-0.260 	-0.160 	0.160 
-0.270 	0.080 	0.570 
-0.090 	0.060 	0.300 
-0.250 	-0.100 	0.030 
-0.090 	0.100 	0.670 
0.150 	0.110 	0.270 
-0.130 	0.000 	-0.060 
-0.020 	0.160 	0.750 
0.000 	0.170 	0.330 
-0.110 	0.010 	0.110 
-0.110 	0.110 	0.760 
-0.350 	0.390 	0.280 
-0.390 	0.230 	0.300 
-0.400 	0.190 	0.730 
-0.560 	0.490 	0.310 
-0.560 	0.380 	0.430 
-0.640 	0.150 	0.480 
-0.520 	0.220 	0.280 
-0.350 	0.420 	0.720 
-0.580 	0.310 	0.270 
-0.560 	0.110 	0.190 
-0.420 	0.250 	0.980 
-0.490 	0.290 	0.290 
-0.600 	0.140 	0.170 
-0.580 	0.140 	0.790 
-0.490 	0.320 	0.200 
-0.710 	0.200 	0.190 
-0.660 	0.110 	0.490 
-0.580 	0.310 	0.050 
-0.690 	0.270 	0.180 
-0.390 	0.290 	0.280 
-0.360 	0.410 	-0.080 
-0.370 	0.330 	0.150 
-0.250 	0.270 	0.070 
-0.170 	0.310 	-0.070 
-0.060 	0.320 	0.260 
-0.320 	0.450 	-0.330 
-0.210 	0.370 	-0.080 
-0.130 	0.240 	0.500 
-0.430 	0.380 	-0.350 
-0.330 	0.220 	0.030 
-0.380 	0.200 	0.430 
-0.550 	0.250 	-0.250 
-0.450 	0.150 	0.290 
-0.280 	0.240 	0.500 
-0.240 	0.040 	-0.110 
-0.310 	-0.070 	0.310 
-0.150 	0.020 	0.420 
0.040 	0.030 	-0.130 
-0.050 	-0.020 	0.030 
-0.040 	-0.130 	0.000 
-0.030 	-0.040 	-0.080 
-0.080 	-0.130 	0.020 
0.010 	-0.280 	-0.360 
-0.100 	-0.190 	-0.020 
-0.100 	-0.190 	0.170 
-0.190 	-0.270 	-0.320 
-0.290 	-0.330 	0.230 
-0.040 	-0.220 	0.360 
-0.220 	-0.190 	-0.110 
-0.060 	-0.370 	0.620 
0.320 	-0.200 	0.500 
-0.080 	-0.180 	0.100 
-0.020 	-0.310 	0.910 
0.160 	-0.180 	0.700 
0.070 	-0.180 	0.560 
0.060 	-0.170 	1.070 
-0.140 	-0.290 	0.910 
0.120 	-0.200 	1.160 
0.020 	-0.100 	1.280 
-0.280 	-0.330 	1.120 
0.130 	-0.170 	1.580 
-0.030 	-0.210 	1.510 
-0.020 	-0.330 	1.070 
0.430 	-0.220 	1.530 
0.240 	-0.230 	1.310 
0.090 	-0.300 	0.600 
0.250 	-0.340 	1.250 
0.380 	-0.080 	0.690 
0.100 	-0.200 	0.090 
0.010 	-0.360 	0.830 
0.170 	0.020 	0.190 
-0.090 	-0.110 	0.030 
-0.150 	-0.270 	0.450 
-0.220 	-0.070 	0.110 
-0.180 	-0.080 	0.310 
-0.030 	-0.120 	0.160 
-0.190 	-0.120 	-0.010 
0.010 	0.020 	0.560 
-0.060 	0.020 	0.350 
-0.160 	-0.200 	0.140 
0.130 	-0.080 	0.820 
-0.150 	0.060 	0.540 
-0.230 	-0.090 	0.510 
-0.030 	-0.110 	1.170 
-0.180 	0.070 	0.540 
-0.230 	-0.010 	0.670 
-0.260 	-0.160 	1.340 
-0.220 	0.030 	0.650 
-0.170 	-0.020 	0.740 
-0.210 	-0.190 	1.050 
-0.020 	0.000 	0.560 
-0.090 	-0.040 	0.740 
-0.190 	-0.040 	0.470 
-0.030 	0.150 	0.180 
-0.180 	0.040 	0.540 
-0.280 	0.040 	-0.100 
-0.350 	0.160 	-0.070 
-0.360 	0.190 	0.360 
-0.390 	0.180 	-0.300 
-0.550 	0.040 	-0.090 
-0.500 	0.260 	0.230 
-0.710 	0.270 	-0.320 
-0.740 	0.010 	-0.050 
-0.350 	0.320 	0.340 
-0.530 	0.370 	-0.180 
-0.580 	0.150 	0.070 
-0.320 	0.230 	0.330 
-0.340 	0.340 	0.000 
-0.370 	0.300 	0.390 
-0.530 	0.160 	0.050 
-0.360 	0.380 	0.010 
-0.350 	0.450 	0.600 
-0.690 	0.210 	-0.120 
-0.330 	0.410 	0.180 
-0.520 	0.530 	0.540 
-0.750 	0.360 	-0.330 
-0.290 	0.370 	0.220 
-0.560 	0.440 	0.160 
-0.480 	0.420 	-0.680 
-0.210 	0.400 	0.050 
-0.280 	0.370 	-0.070 
-0.190 	0.420 	-0.940 
-0.410 	0.480 	-0.650 
-0.160 	0.410 	-0.720 
-0.110 	0.410 	-1.110 
-0.470 	0.340 	-1.070 
-0.190 	0.260 	-1.290 
-0.260 	0.300 	-1.100 
-0.460 	0.250 	-1.020 
-0.340 	0.050 	-1.500 
-0.110 	0.060 	-1.000 
0.010 	0.130 	-1.000 
-0.190 	-0.160 	-1.540 
0.140 	-0.080 	-0.730 
0.220 	0.040 	-0.960 
-0.010 	-0.260 	-1.520 
0.340 	-0.280 	-0.770 
0.150 	-0.150 	-1.110 
-0.010 	-0.190 	-1.400 
0.220 	-0.440 	-0.880 
0.000 	-0.140 	-1.060 
-0.050 	-0.080 	-1.030 
-0.080 	-0.610 	-0.850 
-0.180 	-0.250 	-0.990 
0.020 	-0.210 	-0.640 
0.050 	-0.630 	-0.540 
0.080 	-0.470 	-0.740 
0.150 	-0.430 	-0.180 
0.110 	-0.490 	-0.370 
0.190 	-0.630 	-0.610 
0.120 	-0.640 	0.250 
0.100 	-0.480 	-0.250 
0.110 	-0.710 	-0.370 
0.070 	-0.720 	0.610 
0.110 	-0.500 	0.080 
0.040 	-0.640 	0.040 
0.100 	-0.610 	0.620 
0.190 	-0.540 	0.260 
0.320 	-0.640 	0.230 
0.430 	-0.590 	0.380 
0.520 	-0.460 	0.240 
0.790 	-0.470 	0.410 
0.660 	-0.480 	0.240 
0.840 	-0.360 	0.000 
1.040 	-0.370 	0.270 
0.690 	-0.370 	-0.110 
0.990 	-0.190 	-0.130 
1.040 	-0.050 	0.330 
0.880 	-0.110 	-0.350 
1.120 	-0.200 	-0.090 
0.880 	-0.030 	0.530 
0.990 	0.100 	-0.320 
1.180 	-0.150 	0.030 
1.040 	-0.050 	0.600 
1.360 	0.240 	-0.120 
1.310 	-0.030 	0.120 
1.260 	-0.060 	0.140 
1.500 	0.130 	-0.350 
1.250 	0.030 	-0.040 
1.300 	-0.050 	-0.460 
1.340 	0.030 	-0.790 
1.080 	0.080 	-0.700 
1.070 	-0.140 	-1.320 
0.980 	-0.070 	-1.270 
0.960 	0.080 	-1.350 
0.670 	-0.100 	-2.270 
0.790 	-0.030 	-1.980 
1.150 	0.000 	-1.770 
0.600 	-0.050 	-2.740 
0.680 	-0.030 	-2.520 
0.830 	0.000 	-2.250 
0.490 	0.160 	-2.870 
0.480 	0.070 	-2.510 
0.250 	0.170 	-2.510 
0.200 	0.260 	-2.640 
0.160 	0.010 	-2.150 
-0.090 	0.260 	-2.270 
-0.020 	0.350 	-1.950 
-0.130 	0.180 	-1.700 
-0.190 	0.230 	-1.920 
0.090 	0.350 	-1.270 
0.130 	0.550 	-1.270 
0.090 	0.300 	-1.650 
0.180 	0.330 	-0.760 
0.290 	0.650 	-0.920 
0.320 	0.440 	-1.490 
0.120 	0.330 	-0.640 
0.160 	0.480 	-0.880 
0.180 	0.500 	-1.210 
-0.050 	0.290 	-0.630 
0.070 	0.460 	-1.000 
0.020 	0.730 	-0.980 
-0.300 	0.430 	-0.670 
-0.050 	0.370 	-1.060 
0.200 	0.510 	-0.900 
-0.070 	0.430 	-0.940 
0.040 	0.360 	-1.280 
0.450 	0.360 	-0.780 
0.180 	0.370 	-1.120 
0.210 	0.230 	-1.440 
0.550 	0.210 	-0.440 
0.280 	0.270 	-0.810 
0.490 	0.180 	-1.070 
0.650 	0.090 	-0.150 
0.490 	0.110 	-0.330 
0.690 	0.120 	-0.300 
0.700 	-0.010 	0.090 
1.070 	0.040 	-0.100 
1.150 	0.000 	0.200 
0.980 	-0.150 	0.440 
1.620 	0.030 	0.110 
1.580 	0.060 	0.210 
1.450 	-0.200 	0.170 
1.760 	-0.100 	-0.110 
1.540 	0.010 	0.150 
1.600 	-0.280 	-0.470 
1.540 	-0.330 	-0.720 
1.330 	-0.180 	-0.090 
1.300 	-0.350 	-1.080 
1.020 	-0.540 	-1.130 
1.040 	-0.440 	-0.450 
0.870 	-0.440 	-1.420 
0.760 	-0.780 	-1.130 
1.090 	-0.730 	-0.720 
0.830 	-0.610 	-1.390 
0.660 	-0.910 	-0.980 
0.830 	-0.950 	-0.800 
0.770 	-0.750 	-1.090 
0.630 	-0.860 	-0.830 
0.460 	-1.110 	-0.830 
0.680 	-0.840 	-0.730 
0.640 	-0.830 	-0.580 
0.250 	-1.060 	-0.920 
0.580 	-0.800 	-0.660 
0.470 	-0.720 	-0.340 
0.290 	-0.820 	-0.980 
0.610 	-0.660 	-0.770 
0.610 	-0.390 	-0.310 
0.570 	-0.550 	-1.020 
0.490 	-0.530 	-0.650 
0.650 	-0.180 	-0.430 
0.650 	-0.190 	-1.110 
0.330 	-0.170 	-0.490 
0.500 	0.000 	-0.550 
0.460 	0.080 	-1.030 
0.160 	-0.060 	-0.640 
0.180 	0.040 	-0.780 
0.140 	0.230 	-0.720 
0.060 	0.130 	-0.770 
0.170 	0.120 	-1.080 
0.370 	0.180 	-0.490 
0.380 	0.350 	-0.560 
0.330 	0.190 	-1.180 
0.590 	0.100 	-0.450 
0.620 	0.460 	-0.490 
0.400 	0.300 	-1.160 
0.500 	0.070 	-0.240 
0.570 	0.360 	-0.420 
0.430 	0.520 	-0.970 
0.350 	0.320 	-0.040 
0.380 	0.280 	-0.380 
0.320 	0.560 	-0.640 
0.180 	0.540 	-0.110 
0.430 	0.430 	-0.410 
0.500 	0.640 	-0.210 
0.300 	0.670 	-0.270 
0.600 	0.650 	-0.500 
0.560 	0.810 	0.140 
0.320 	0.770 	-0.100 
0.480 	0.720 	-0.410 
0.500 	0.840 	0.230 
0.420 	0.770 	0.100 
0.230 	0.690 	-0.010 
0.250 	0.840 	0.530 
0.240 	0.870 	0.100 
0.000 	0.600 	0.000 
0.180 	0.560 	0.710 
0.320 	0.730 	0.270 
0.270 	0.630 	0.130 
0.360 	0.430 	0.490 
0.470 	0.500 	0.190 
0.510 	0.640 	0.280 
0.390 	0.420 	0.080 
0.350 	0.420 	-0.110 
0.380 	0.620 	0.310 
0.130 	0.270 	-0.320 
0.180 	0.260 	-0.490 
0.240 	0.440 	0.010 
-0.120 	0.300 	-0.700 
-0.100 	0.280 	-0.710 
-0.080 	0.230 	-0.330 
-0.110 	0.430 	-1.020 
0.040 	0.350 	-0.850 
-0.040 	0.200 	-0.440 
0.090 	0.470 	-0.970 
0.100 	0.250 	-0.720 
0.040 	0.040 	-0.340 
0.200 	0.230 	-0.590 
-0.030 	0.170 	-0.110 
0.050 	0.080 	-0.020 
0.210 	0.080 	-0.100 
-0.020 	0.040 	0.620 
-0.100 	-0.120 	0.290 
-0.090 	-0.150 	0.390 
0.140 	-0.050 	1.100 
0.050 	-0.390 	0.570 
0.030 	-0.500 	1.030 
0.310 	-0.200 	1.480 
0.110 	-0.420 	0.790 
0.150 	-0.570 	1.520 
0.190 	-0.440 	1.900 
-0.010 	-0.460 	1.250 
0.030 	-0.690 	1.810 
-0.090 	-0.740 	2.240 
-0.130 	-0.500 	2.100 
-0.220 	-0.740 	2.370 
-0.440 	-0.880 	2.310 
-0.420 	-0.600 	2.590 
-0.520 	-0.680 	2.990 
-0.490 	-0.820 	2.500 
-0.270 	-0.810 	2.920 
-0.350 	-0.750 	3.240 
-0.440 	-0.840 	2.570 
-0.370 	-1.030 	3.250 
-0.350 	-0.870 	3.190 
-0.470 	-0.920 	2.540 
-0.510 	-1.030 	3.340 
-0.350 	-0.890 	3.010 
-0.480 	-0.900 	2.520 
-0.750 	-0.840 	3.060 
-0.670 	-0.870 	2.730 
-0.700 	-0.780 	2.390 
-0.790 	-0.750 	2.530 
-0.680 	-0.780 	2.330 
-0.610 	-0.600 	2.340 
-0.760 	-0.640 	2.360 
-0.770 	-0.600 	2.010 
-0.590 	-0.350 	2.250 
-0.920 	-0.180 	2.160 
-1.080 	-0.290 	1.810 
-0.820 	-0.130 	2.480 
-1.020 	0.100 	2.110 
-1.180 	-0.100 	1.670 
-1.090 	0.080 	2.620 
-1.130 	0.320 	2.090 
-1.150 	0.260 	1.640 
-1.220 	0.160 	2.340 
-0.970 	0.390 	1.800 
-0.860 	0.530 	1.700 
-1.030 	0.220 	1.800 
-0.670 	0.500 	1.300 
-0.680 	0.600 	1.600 
-0.840 	0.380 	1.260 
-0.700 	0.490 	0.870 
-0.780 	0.520 	1.330 
-0.790 	0.570 	1.010 
-1.020 	0.490 	0.770 
-0.910 	0.600 	1.120 
-0.960 	0.610 	0.600 
-1.380 	0.440 	0.410 
-0.910 	0.620 	1.010 
-0.880 	0.570 	0.180 
-1.190 	0.480 	-0.040 
-0.940 	0.590 	0.630 
-0.990 	0.690 	-0.140 
-1.080 	0.630 	-0.020 
-1.150 	0.470 	0.210 
-1.090 	0.600 	-0.200 
-1.160 	0.600 	0.340 
-1.620 	0.520 	0.220 
-1.460 	0.580 	0.150 
-1.450 	0.530 	0.530 
-2.040 	0.460 	0.230 
-1.900 	0.470 	0.530 
-1.710 	0.680 	0.680 
-1.920 	0.620 	-0.080 
-1.890 	0.420 	0.240 
-1.780 	0.760 	0.670 
-1.670 	0.710 	-0.250 
-1.830 	0.340 	-0.060 
-1.720 	0.700 	0.320 
-1.590 	0.830 	-0.370 
-2.000 	0.510 	-0.060 
-1.740 	0.610 	-0.050 
-1.560 	0.880 	-0.310 
-1.940 	0.760 	0.140 
-1.870 	0.500 	-0.070 
-1.590 	0.630 	0.020 
-1.570 	0.700 	0.360 
-1.690 	0.490 	0.100 
-1.370 	0.490 	0.460 
-1.290 	0.570 	0.690 
-1.410 	0.290 	0.290 
-1.210 	0.220 	0.870 
-1.290 	0.330 	1.070 
-1.350 	0.110 	0.520 
-1.240 	0.010 	1.140 
-1.130 	0.040 	1.290 
-1.210 	-0.120 	0.780 
-1.310 	-0.190 	1.180 
-1.060 	-0.140 	1.090 
-1.120 	-0.300 	0.750 
-1.140 	-0.440 	0.990 
-0.690 	-0.470 	0.530 
-0.670 	-0.430 	0.440 
-0.740 	-0.590 	0.500 
-0.450 	-0.840 	-0.170 
-0.360 	-0.580 	0.330 
-0.260 	-0.730 	0.120 
-0.230 	-1.030 	-0.650 
-0.180 	-0.940 	0.280 
0.000 	-0.960 	-0.050 
-0.130 	-1.120 	-0.640 
0.040 	-1.360 	0.250 
0.170 	-1.050 	0.060 
0.050 	-1.120 	-0.160 
0.510 	-1.480 	0.380 
0.590 	-1.210 	0.240 
0.480 	-1.310 	0.430 
0.840 	-1.320 	0.900 
0.870 	-1.160 	0.600 
0.930 	-1.150 	0.800 
0.840 	-1.190 	1.110 
0.890 	-1.260 	0.940 
1.210 	-1.080 	1.420 
0.770 	-1.040 	1.270 
0.820 	-1.050 	1.080 
1.010 	-0.940 	1.900 
0.540 	-0.890 	1.340 
0.740 	-0.860 	1.100 
0.980 	-0.750 	1.850 
0.860 	-0.630 	1.110 
0.850 	-0.660 	0.960 
0.920 	-0.560 	1.440 
1.070 	-0.330 	0.750 
0.870 	-0.480 	0.720 
0.750 	-0.460 	0.920 
0.900 	-0.150 	0.500 
0.640 	-0.330 	0.570 
0.590 	-0.360 	0.460 
0.670 	-0.110 	0.460 
0.370 	-0.010 	0.770 
0.220 	-0.130 	0.230 
0.420 	-0.190 	0.310 
0.480 	0.220 	0.960 
0.210 	0.210 	0.220 
0.400 	0.070 	0.280 
0.620 	0.370 	0.940 
0.410 	0.450 	0.140 
0.410 	0.450 	0.390 
0.390 	0.530 	0.710 
0.360 	0.730 	-0.100 
0.310 	0.800 	0.280 
0.200 	0.680 	0.160 
0.210 	0.890 	-0.430 
-0.080 	0.980 	-0.100 
-0.150 	0.770 	-0.370 
0.030 	0.960 	-0.440 
-0.230 	1.110 	-0.370 
-0.230 	0.860 	-0.800 
-0.130 	0.980 	-0.280 
-0.340 	1.070 	-0.080 
-0.350 	0.890 	-0.850 
-0.330 	0.960 	-0.240 
-0.310 	1.050 	0.220 
-0.480 	0.960 	-0.620 
-0.600 	0.920 	-0.020 
-0.410 	1.140 	0.160 
-0.420 	1.120 	-0.430 
-0.460 	0.940 	0.230 
-0.300 	1.210 	0.040 
-0.100 	1.370 	-0.260 
0.100 	1.280 	0.210 
0.290 	1.270 	0.040 
0.450 	1.500 	0.290 
0.500 	1.540 	0.450 
0.570 	1.380 	0.020 
0.780 	1.520 	0.600 
0.660 	1.530 	0.780 
0.680 	1.410 	0.240 
0.850 	1.380 	0.820 
0.640 	1.560 	0.880 
0.680 	1.500 	0.330 
0.640 	1.190 	0.920 
0.640 	1.340 	0.790 
0.770 	1.290 	0.250 
0.640 	0.980 	0.880 
0.870 	1.040 	0.540 
0.930 	0.840 	0.040 
0.790 	0.590 	0.510 
0.940 	0.660 	0.110 
0.820 	0.490 	0.050 
0.570 	0.390 	0.080 
0.600 	0.290 	-0.440 
0.520 	0.180 	0.030 
0.290 	0.150 	-0.400 
0.190 	-0.010 	-0.910 
0.160 	0.030 	-0.060 
-0.090 	-0.160 	-0.600 
-0.240 	-0.420 	-0.990 
-0.090 	-0.390 	-0.220 
-0.120 	-0.390 	-0.720 
-0.280 	-0.600 	-0.780 
-0.330 	-0.850 	-0.120 
-0.240 	-0.650 	-0.660 
-0.490 	-0.820 	-0.600 
-0.790 	-1.180 	-0.010 
-0.580 	-0.950 	-0.380 
-0.710 	-1.080 	-0.280 
-1.040 	-1.420 	-0.120 
-0.890 	-1.330 	-0.330 
-1.030 	-1.260 	0.100 
-1.110 	-1.440 	-0.280 
-0.820 	-1.600 	-0.630 
-0.840 	-1.470 	0.020 
-0.690 	-1.340 	-0.620 
-0.570 	-1.550 	-0.760 
-0.580 	-1.510 	-0.150 
-0.450 	-1.450 	-0.990 
-0.570 	-1.660 	-0.700 
-0.430 	-1.480 	-0.110 
-0.390 	-1.310 	-0.880 
-0.650 	-1.470 	-0.710 
-0.500 	-1.450 	-0.330 
-0.410 	-1.230 	-0.590 
-0.660 	-1.340 	-0.480 
-0.590 	-1.270 	-0.500 
-0.290 	-0.940 	-0.420 
-0.240 	-1.030 	0.030 
-0.320 	-1.030 	-0.410 
-0.050 	-0.820 	-0.320 
0.120 	-0.690 	0.360 
-0.030 	-0.580 	-0.350 
0.230 	-0.500 	-0.160 
0.380 	-0.190 	0.420 
0.440 	-0.010 	-0.320 
0.560 	-0.030 	0.100 
0.530 	0.400 	0.470 
0.700 	0.640 	-0.250 
0.620 	0.520 	0.090 
0.850 	0.830 	0.190 
1.190 	1.090 	-0.330 
0.990 	1.090 	-0.200 
1.310 	1.150 	-0.340 
1.670 	1.330 	-0.580 
1.370 	1.470 	-0.630 
1.450 	1.460 	-0.940 
1.740 	1.540 	-0.730 
1.600 	1.670 	-0.690 
1.450 	1.610 	-1.190 
1.530 	1.520 	-0.690 
1.530 	1.650 	-0.540 
1.320 	1.660 	-1.130 
1.270 	1.440 	-0.350 
1.270 	1.470 	-0.320 
1.180 	1.440 	-0.880 
1.260 	1.310 	0.090 
1.130 	1.390 	0.070 
1.090 	1.240 	-0.150 
1.040 	1.030 	0.410 
0.910 	1.070 	0.160 
0.950 	1.000 	0.460 
0.490 	0.820 	0.730 
0.430 	0.590 	0.310 
0.630 	0.370 	0.740 
0.010 	0.320 	0.850 
-0.030 	0.000 	0.500 
0.000 	-0.040 	0.880 
-0.270 	0.050 	0.730 
-0.110 	-0.540 	0.380 
-0.210 	-0.600 	0.980 
-0.100 	-0.490 	0.460 
-0.120 	-0.940 	-0.150 
-0.370 	-1.040 	0.700 
-0.110 	-1.050 	0.100 
-0.310 	-1.240 	-0.390 
-0.420 	-1.590 	0.200 
-0.250 	-1.540 	-0.270 
-0.670 	-1.340 	-0.280 
-0.620 	-1.700 	-0.240 
-0.450 	-1.640 	-0.450 
-0.730 	-1.490 	-0.120 
-0.640 	-1.650 	-0.430 
-0.460 	-1.570 	-0.400 
-0.440 	-1.370 	0.100 
-0.390 	-1.210 	-0.330 
-0.230 	-1.210 	-0.300 
-0.090 	-1.130 	0.420 
-0.240 	-0.900 	-0.080 
-0.150 	-0.760 	-0.170 
0.050 	-0.660 	0.660 
-0.060 	-0.490 	0.270 
-0.200 	-0.350 	0.290 
-0.080 	-0.300 	0.800 
-0.020 	-0.150 	0.560 
-0.220 	-0.120 	0.910 
-0.060 	-0.220 	1.000 
0.050 	0.030 	0.710 
0.010 	0.110 	1.180 
0.120 	-0.160 	0.930 
0.020 	-0.040 	0.730 
0.140 	0.180 	1.080 
0.120 	0.020 	0.320 
0.010 	-0.150 	0.330 
0.250 	0.040 	0.600 
-0.030 	-0.050 	-0.370 
-0.070 	-0.510 	-0.290 
0.140 	-0.360 	0.000 
-0.190 	-0.300 	-0.700 
-0.260 	-0.770 	-0.760 
-0.150 	-0.790 	-0.630 
-0.150 	-0.680 	-1.070 
-0.200 	-0.840 	-0.870 
-0.340 	-0.940 	-0.920 
-0.260 	-0.900 	-1.380 
-0.410 	-0.910 	-0.840 
-0.670 	-1.100 	-1.120 
-0.520 	-1.040 	-1.220 
-0.780 	-0.820 	-0.660 
-1.070 	-0.990 	-1.290 
-0.960 	-0.900 	-0.810 
-1.180 	-0.650 	-0.520 
-1.330 	-0.830 	-1.360 
-1.380 	-0.680 	-0.770 
-1.160 	-0.500 	-0.610 
-1.070 	-0.610 	-1.230 
-1.400 	-0.480 	-0.970 
-0.930 	-0.450 	-0.980 
-0.870 	-0.380 	-1.290 
-1.210 	-0.330 	-0.980 
-0.770 	-0.330 	-1.220 
-0.860 	-0.120 	-1.410 
-0.880 	-0.120 	-0.870 
-0.670 	-0.120 	-1.210 
-0.830 	0.200 	-1.050 
-0.650 	0.240 	-0.800 
-0.640 	0.030 	-1.320 
-0.460 	0.340 	-0.550 
-0.180 	0.710 	-0.670 
-0.320 	0.510 	-1.230 
0.040 	0.530 	-0.270 
0.300 	0.910 	-0.680 
0.270 	0.950 	-1.140 
0.440 	0.830 	-0.360 
0.450 	1.070 	-0.750 
0.630 	1.280 	-0.950 
0.610 	1.110 	-0.500 
0.530 	1.170 	-0.870 
0.720 	1.530 	-0.860 
0.610 	1.330 	-0.660 
0.470 	1.250 	-0.920 
0.560 	1.560 	-0.720 
0.730 	1.390 	-0.760 
0.640 	1.410 	-1.040 
0.750 	1.590 	-0.410 
0.920 	1.430 	-0.580 
0.620 	1.370 	-0.970 
0.760 	1.460 	-0.080 
0.800 	1.480 	-0.420 
0.460 	1.240 	-0.660 
0.560 	1.340 	0.020 
0.490 	1.390 	-0.430 
0.220 	0.960 	-0.340 
0.170 	1.100 	-0.040 
0.070 	1.180 	-0.480 
-0.040 	0.860 	-0.380 
-0.170 	0.840 	-0.170 
-0.170 	0.870 	-0.430 
-0.050 	0.880 	-0.480 
-0.350 	0.580 	-0.570 
-0.420 	0.380 	-0.680 
-0.360 	0.570 	-0.290 
-0.820 	0.310 	-0.830 
-0.940 	0.110 	-0.930 
-0.960 	0.220 	-0.170 
-1.340 	0.090 	-1.060 
-1.400 	-0.150 	-1.120 
-1.450 	-0.220 	-0.460 
-1.720 	-0.180 	-1.320 
-1.830 	-0.400 	-1.080 
-1.740 	-0.540 	-0.910 
-1.780 	-0.510 	-1.760 
-1.840 	-0.650 	-1.390 
-1.630 	-0.780 	-1.490 
-1.490 	-0.820 	-1.970 
-1.620 	-0.790 	-1.770 
-1.640 	-1.000 	-2.180 
-1.440 	-1.080 	-2.150 
-1.370 	-0.980 	-1.900 
-1.630 	-1.050 	-2.520 
-1.510 	-0.990 	-2.200 
-1.230 	-0.990 	-1.770 
-1.530 	-1.100 	-2.300 
-1.310 	-1.030 	-1.890 
-0.920 	-0.830 	-1.530 
-1.030 	-0.840 	-2.010 
-0.650 	-0.940 	-1.470 
-0.350 	-0.780 	-1.200 
-0.270 	-0.610 	-1.750 
-0.100 	-0.690 	-1.150 
0.120 	-0.680 	-1.000 
0.540 	-0.350 	-1.250 
0.480 	-0.380 	-0.670 
0.590 	-0.420 	-0.820 
0.980 	-0.090 	-0.390 
0.920 	-0.040 	0.010 
1.050 	-0.040 	-0.520 
1.320 	0.080 	0.280 
1.620 	0.230 	0.410 
1.690 	0.300 	-0.130 
1.810 	0.370 	0.670 
2.270 	0.560 	0.650 
2.210 	0.580 	0.280 
2.220 	0.680 	0.820 
2.420 	0.780 	0.690 
2.300 	0.950 	0.510 
2.290 	0.990 	1.180 
2.280 	0.880 	0.980 
2.250 	1.100 	0.750 
2.130 	1.120 	1.220 
1.940 	1.180 	0.940 
2.090 	1.380 	1.330 
2.010 	1.200 	1.420 
1.900 	1.200 	0.770 
2.190 	1.310 	1.570 
2.000 	1.250 	1.370 
1.870 	1.120 	0.720 
2.100 	1.200 	1.370 
2.020 	1.310 	0.980 
1.830 	1.060 	0.700 
1.840 	1.130 	1.190 
1.930 	1.360 	0.670 
1.710 	1.020 	0.400 
1.540 	0.810 	0.770 
1.610 	1.150 	0.440 
1.440 	1.080 	0.090 
1.410 	0.710 	0.130 
1.470 	0.750 	-0.190 
1.280 	0.780 	-0.190 
1.190 	0.610 	-0.410 
1.100 	0.520 	-0.820 
1.010 	0.520 	-0.330 
0.820 	0.420 	-0.710 
0.480 	0.130 	-0.950 
0.440 	0.170 	-0.330 
0.080 	0.150 	-0.970 
-0.340 	-0.240 	-0.760 
-0.330 	-0.350 	-0.110 
-0.780 	-0.300 	-0.800 
-1.120 	-0.440 	-0.470 
-1.070 	-0.600 	0.040 
-1.360 	-0.530 	-0.250 
-1.550 	-0.670 	0.050 
-1.630 	-0.780 	0.330 
-1.820 	-0.560 	0.440 
-2.040 	-0.720 	0.690 
-2.250 	-0.930 	0.620 
-2.300 	-0.810 	0.800 
-2.550 	-0.670 	1.170 
-2.780 	-0.940 	0.730 
-2.820 	-0.930 	0.890 
-2.820 	-0.670 	1.480 
