[NODE]-[N4]-[6]-[1]     [BEAMCOLUMN]-[E3]-[1]-[2]
0.000421708     9.79741
0.000210854     4.8987
4.06576e-19     -3.25261e-14
-0.000210854     -4.8987
-0.000421708     -9.79741
-0.000632562     -14.6961
-0.000843417     -19.5948
-0.00105427     -24.4935
-0.00126512     -29.3922
-0.00147598     -34.2909
-0.00168683     -39.1896
-0.00189769     -44.0883
-0.00210854     -48.987
-0.0023194     -53.8857
-0.00253025     -58.7844
-0.0027411     -63.6831
-0.00295196     -68.5818
-0.00316281     -73.4805
-0.00337367     -78.3792
-0.00358452     -83.278
-0.00379537     -88.1767
-0.00400623     -93.0754
-0.00421708     -97.9741
-0.00442794     -102.873
-0.00463879     -107.771
-0.00484965     -112.67
-0.0050605     -117.569
-0.00527135     -122.468
-0.0050605     -117.569
-0.00484965     -112.67
-0.00463879     -107.771
-0.00442794     -102.873
-0.00421708     -97.9741
-0.00400623     -93.0754
-0.00379537     -88.1767
-0.00358452     -83.278
-0.00337367     -78.3792
-0.00316281     -73.4805
-0.00295196     -68.5818
-0.0027411     -63.6831
-0.00253025     -58.7844
-0.0023194     -53.8857
-0.00210854     -48.987
-0.00189769     -44.0883
-0.00168683     -39.1896
-0.00147598     -34.2909
-0.00126512     -29.3922
-0.00105427     -24.4935
-0.000843417     -19.5948
-0.000632562     -14.6961
-0.000421708     -9.79741
-0.000210854     -4.8987
4.60786e-19     -2.9924e-14
0.000210854     4.8987
0.000421708     9.79741
0.000632562     14.6961
0.000843417     19.5948
0.00105427     24.4935
0.00126512     29.3922
0.00147598     34.2909
0.00168683     39.1896
0.00189769     44.0883
0.00210854     48.987
0.0023194     53.8857
0.00253025     58.7844
0.0027411     63.6831
0.00295196     68.5818
0.00316281     73.4805
0.00337367     78.3792
0.00358452     83.278
0.00379537     88.1767
0.00400623     93.0754
0.00421708     97.9741
0.00442794     102.873
0.00463879     107.771
0.00484965     112.67
0.0050605     117.569
0.00527135     122.468
0.0050605     117.569
0.00484965     112.67
0.00463879     107.771
0.00442794     102.873
0.00421708     97.9741
0.00400623     93.0754
0.00379537     88.1767
0.00358452     83.278
0.00337367     78.3792
0.00316281     73.4805
0.00295196     68.5818
0.0027411     63.6831
0.00253025     58.7844
0.0023194     53.8857
0.00210854     48.987
0.00189769     44.0883
0.00168683     39.1896
0.00147598     34.2909
0.00126512     29.3922
0.00105427     24.4935
0.000843417     19.5948
0.000632562     14.6961
0.000421708     9.79741
0.000210854     4.8987
4.06576e-19     -3.25261e-14
-0.000210854     -4.8987
-0.000421708     -9.79741
-0.000632562     -14.6961
-0.000843417     -19.5948
-0.00105427     -24.4935
-0.00126512     -29.3922
-0.00147598     -34.2909
-0.00168683     -39.1896
-0.00189769     -44.0883
-0.00210854     -48.987
-0.0023194     -53.8857
-0.00253025     -58.7844
-0.0027411     -63.6831
-0.00295196     -68.5818
-0.00316281     -73.4805
-0.00337367     -78.3792
-0.00358452     -83.278
-0.00379537     -88.1767
-0.00400623     -93.0754
-0.00421708     -97.9741
-0.00442794     -102.873
-0.00463879     -107.771
-0.00484965     -112.67
-0.0050605     -117.569
-0.00527135     -122.468
-0.0050605     -117.569
-0.00484965     -112.67
-0.00463879     -107.771
-0.00442794     -102.873
-0.00421708     -97.9741
-0.00400623     -93.0754
-0.00379537     -88.1767
-0.00358452     -83.278
-0.00337367     -78.3792
-0.00316281     -73.4805
-0.00295196     -68.5818
-0.0027411     -63.6831
-0.00253025     -58.7844
-0.0023194     -53.8857
-0.00210854     -48.987
-0.00189769     -44.0883
-0.00168683     -39.1896
-0.00147598     -34.2909
-0.00126512     -29.3922
-0.00105427     -24.4935
-0.000843417     -19.5948
-0.000632562     -14.6961
-0.000421708     -9.79741
-0.000210854     -4.8987
4.60786e-19     -2.9924e-14
0.000210854     4.8987
0.000421708     9.79741
0.000632562     14.6961
0.000843417     19.5948
0.00105427     24.4935
0.00126512     29.3922
0.00147598     34.2909
0.00168683     39.1896
0.00189769     44.0883
0.00210854     48.987
0.0023194     53.8857
0.00253025     58.7844
0.0027411     63.6831
0.00295196     68.5818
0.00316281     73.4805
0.00337367     78.3792
0.00358452     83.278
0.00379537     88.1767
0.00400623     93.0754
0.00421708     97.9741
0.00442794     102.873
0.00463879     107.771
0.00484965     112.67
0.0050605     117.569
0.00527135     122.468
0.0050605     117.569
0.00484965     112.67
0.00463879     107.771
0.00442794     102.873
0.00421708     97.9741
0.00400623     93.0754
0.00379537     88.1767
0.00358452     83.278
0.00337367     78.3792
0.00316281     73.4805
0.00295196     68.5818
0.0027411     63.6831
0.00253025     58.7844
0.0023194     53.8857
0.00210854     48.987
0.00189769     44.0883
0.00168683     39.1896
0.00147598     34.2909
0.00126512     29.3922
0.00105427     24.4935
0.000843417     19.5948
0.000632562     14.6961
0.000421708     9.79741
0.000210854     4.8987
4.06576e-19     -3.25261e-14
-0.000210854     -4.8987
-0.000421708     -9.79741
-0.000632562     -14.6961
-0.000843417     -19.5948
-0.00105427     -24.4935
-0.00126512     -29.3922
-0.00147598     -34.2909
-0.00168683     -39.1896
-0.00189769     -44.0883
-0.00210854     -48.987
-0.0023194     -53.8857
-0.00253025     -58.7844
-0.0027411     -63.6831
-0.00295196     -68.5818
-0.00316281     -73.4805
-0.00337367     -78.3792
-0.00358452     -83.278
-0.00379537     -88.1767
-0.00400623     -93.0754
-0.00421708     -97.9741
-0.00442794     -102.873
-0.00463879     -107.771
-0.00484965     -112.67
-0.0050605     -117.569
-0.00527135     -122.468
-0.00502536     -116.752
-0.00477936     -111.037
-0.00453336     -105.322
-0.00428737     -99.607
-0.00404137     -93.8918
-0.00379537     -88.1767
-0.00354938     -82.4615
-0.00330338     -76.7463
-0.00305739     -71.0312
-0.00281139     -65.316
-0.00256539     -59.6009
-0.0023194     -53.8857
-0.0020734     -48.1706
-0.0018274     -42.4554
-0.00158141     -36.7403
-0.00133541     -31.0251
-0.00108941     -25.31
-0.000843417     -19.5948
-0.00059742     -13.8797
-0.000351424     -8.16451
-0.000105427     -2.44935
0.000140569     3.2658
0.000386566     8.98096
0.000632562     14.6961
0.000878559     20.4113
0.00112456     26.1264
0.00137055     31.8416
0.00161655     37.5567
0.00186255     43.2719
0.00210854     48.987
0.00235454     54.7022
0.00260053     60.4173
0.00284653     66.1325
0.00309253     71.8476
0.00333852     77.5628
0.00358452     83.278
0.00383052     88.9931
0.00407651     94.7083
0.00432251     100.423
0.00456851     106.139
0.0048145     111.854
0.0050605     117.569
0.0053065     123.284
0.00555249     128.999
0.00579849     134.714
0.00604449     140.429
0.00629048     146.145
0.00653648     151.86
0.00678248     157.575
0.00702847     163.29
0.00674733     156.758
0.00646619     150.227
0.00618506     143.695
0.00590392     137.164
0.00562278     130.632
0.00534164     124.1
0.0050605     117.569
0.00477936     111.037
0.00449822     104.506
0.00421708     97.9741
0.00393594     91.4425
0.00365481     84.9109
0.00337367     78.3792
0.00309253     71.8476
0.00281139     65.316
0.00253025     58.7844
0.00224911     52.2528
0.00196797     45.7212
0.00168683     39.1896
0.00140569     32.658
0.00112456     26.1264
0.000843417     19.5948
0.000562278     13.0632
0.000281139     6.5316
-6.07153e-18     -6.245e-14
-0.000281139     -6.5316
-0.000562278     -13.0632
-0.000843417     -19.5948
-0.00112456     -26.1264
-0.00140569     -32.658
-0.00168683     -39.1896
-0.00196797     -45.7212
-0.00224911     -52.2528
-0.00253025     -58.7844
-0.00281139     -65.316
-0.00309253     -71.8476
-0.00337367     -78.3792
-0.00365481     -84.9109
-0.00393594     -91.4425
-0.00421708     -97.9741
-0.00449822     -104.506
-0.00477936     -111.037
-0.0050605     -117.569
-0.00534164     -124.1
-0.00562278     -130.632
-0.00590392     -137.164
-0.00618506     -143.695
-0.00646619     -150.227
-0.00674733     -156.758
-0.00702847     -163.29
-0.00674733     -156.758
-0.00646619     -150.227
-0.00618506     -143.695
-0.00590392     -137.164
-0.00562278     -130.632
-0.00534164     -124.1
-0.0050605     -117.569
-0.00477936     -111.037
-0.00449822     -104.506
-0.00421708     -97.9741
-0.00393594     -91.4425
-0.00365481     -84.9109
-0.00337367     -78.3792
-0.00309253     -71.8476
-0.00281139     -65.316
-0.00253025     -58.7844
-0.00224911     -52.2528
-0.00196797     -45.7212
-0.00168683     -39.1896
-0.00140569     -32.658
-0.00112456     -26.1264
-0.000843417     -19.5948
-0.000562278     -13.0632
-0.000281139     -6.5316
-6.07153e-18     -6.245e-14
0.000281139     6.5316
0.000562278     13.0632
0.000843417     19.5948
0.00112456     26.1264
0.00140569     32.658
0.00168683     39.1896
0.00196797     45.7212
0.00224911     52.2528
0.00253025     58.7844
0.00281139     65.316
0.00309253     71.8476
0.00337367     78.3792
0.00365481     84.9109
0.00393594     91.4425
0.00421708     97.9741
0.00449822     104.506
0.00477936     111.037
0.0050605     117.569
0.00534164     124.1
0.00562278     130.632
0.00590392     137.164
0.00618506     143.695
0.00646619     150.227
0.00674733     156.758
0.00702847     163.29
0.00674733     156.758
0.00646619     150.227
0.00618506     143.695
0.00590392     137.164
0.00562278     130.632
0.00534164     124.1
0.0050605     117.569
0.00477936     111.037
0.00449822     104.506
0.00421708     97.9741
0.00393594     91.4425
0.00365481     84.9109
0.00337367     78.3792
0.00309253     71.8476
0.00281139     65.316
0.00253025     58.7844
0.00224911     52.2528
0.00196797     45.7212
0.00168683     39.1896
0.00140569     32.658
0.00112456     26.1264
0.000843417     19.5948
0.000562278     13.0632
0.000281139     6.5316
-6.07153e-18     -6.245e-14
-0.000281139     -6.5316
-0.000562278     -13.0632
-0.000843417     -19.5948
-0.00112456     -26.1264
-0.00140569     -32.658
-0.00168683     -39.1896
-0.00196797     -45.7212
-0.00224911     -52.2528
-0.00253025     -58.7844
-0.00281139     -65.316
-0.00309253     -71.8476
-0.00337367     -78.3792
-0.00365481     -84.9109
-0.00393594     -91.4425
-0.00421708     -97.9741
-0.00449822     -104.506
-0.00477936     -111.037
-0.0050605     -117.569
-0.00534164     -124.1
-0.00562278     -130.632
-0.00590392     -137.164
-0.00618506     -143.695
-0.00646619     -150.227
-0.00674733     -156.758
-0.00702847     -163.29
-0.00674733     -156.758
-0.00646619     -150.227
-0.00618506     -143.695
-0.00590392     -137.164
-0.00562278     -130.632
-0.00534164     -124.1
-0.0050605     -117.569
-0.00477936     -111.037
-0.00449822     -104.506
-0.00421708     -97.9741
-0.00393594     -91.4425
-0.00365481     -84.9109
-0.00337367     -78.3792
-0.00309253     -71.8476
-0.00281139     -65.316
-0.00253025     -58.7844
-0.00224911     -52.2528
-0.00196797     -45.7212
-0.00168683     -39.1896
-0.00140569     -32.658
-0.00112456     -26.1264
-0.000843417     -19.5948
-0.000562278     -13.0632
-0.000281139     -6.5316
-6.07153e-18     -6.245e-14
0.000281139     6.5316
0.000562278     13.0632
0.000843417     19.5948
0.00112456     26.1264
0.00140569     32.658
0.00168683     39.1896
0.00196797     45.7212
0.00224911     52.2528
0.00253025     58.7844
0.00281139     65.316
0.00309253     71.8476
0.00337367     78.3792
0.00365481     84.9109
0.00393594     91.4425
0.00421708     97.9741
0.00449822     104.506
0.00477936     111.037
0.0050605     117.569
0.00534164     124.1
0.00562278     130.632
0.00590392     137.164
0.00618506     143.695
0.00646619     150.227
0.00674733     156.758
0.00702847     163.29
0.00674733     156.758
0.00646619     150.227
0.00618506     143.695
0.00590392     137.164
0.00562278     130.632
0.00534164     124.1
0.0050605     117.569
0.00477936     111.037
0.00449822     104.506
0.00421708     97.9741
0.00393594     91.4425
0.00365481     84.9109
0.00337367     78.3792
0.00309253     71.8476
0.00281139     65.316
0.00253025     58.7844
0.00224911     52.2528
0.00196797     45.7212
0.00168683     39.1896
0.00140569     32.658
0.00112456     26.1264
0.000843417     19.5948
0.000562278     13.0632
0.000281139     6.5316
-6.07153e-18     -6.245e-14
-0.000281139     -6.5316
-0.000562278     -13.0632
-0.000843417     -19.5948
-0.00112456     -26.1264
-0.00140569     -32.658
-0.00168683     -39.1896
-0.00196797     -45.7212
-0.00224911     -52.2528
-0.00253025     -58.7844
-0.00281139     -65.316
-0.00309253     -71.8476
-0.00337367     -78.3792
-0.00365481     -84.9109
-0.00393594     -91.4425
-0.00421708     -97.9741
-0.00449822     -104.506
-0.00477936     -111.037
-0.0050605     -117.569
-0.00534164     -124.1
-0.00562278     -130.632
-0.00590392     -137.164
-0.00618506     -143.695
-0.00646619     -150.227
-0.00674733     -156.758
-0.00702847     -163.29
-0.00674733     -156.758
-0.00646619     -150.227
-0.00618506     -143.695
-0.00590392     -137.164
-0.00562278     -130.632
-0.00534164     -124.1
-0.0050605     -117.569
-0.00477936     -111.037
-0.00449822     -104.506
-0.00421708     -97.9741
-0.00393594     -91.4425
-0.00365481     -84.9109
-0.00337367     -78.3792
-0.00309253     -71.8476
-0.00281139     -65.316
-0.00253025     -58.7844
-0.00224911     -52.2528
-0.00196797     -45.7212
-0.00168683     -39.1896
-0.00140569     -32.658
-0.00112456     -26.1264
-0.000843417     -19.5948
-0.000562278     -13.0632
-0.000281139     -6.5316
-6.07153e-18     -6.245e-14
0.000281139     6.5316
0.000562278     13.0632
0.000843417     19.5948
0.00112456     26.1264
0.00140569     32.658
0.00168683     39.1896
0.00196797     45.7212
0.00224911     52.2528
0.00253025     58.7844
0.00281139     65.316
0.00309253     71.8476
0.00337367     78.3792
0.00365481     84.9109
0.00393594     91.4425
0.00421708     97.9741
0.00449822     104.506
0.00477936     111.037
0.0050605     117.569
0.00534164     124.1
0.00562278     130.632
0.00590392     137.164
0.00618506     143.695
0.00646619     150.227
0.00674733     156.758
0.00702847     163.29
0.00674733     156.758
0.00646619     150.227
0.00618506     143.695
0.00590392     137.164
0.00562278     130.632
0.00534164     124.1
0.0050605     117.569
0.00477936     111.037
0.00449822     104.506
0.00421708     97.9741
0.00393594     91.4425
0.00365481     84.9109
0.00337367     78.3792
0.00309253     71.8476
0.00281139     65.316
0.00253025     58.7844
0.00224911     52.2528
0.00196797     45.7212
0.00168683     39.1896
0.00140569     32.658
0.00112456     26.1264
0.000843417     19.5948
0.000562278     13.0632
0.000281139     6.5316
-6.07153e-18     -6.245e-14
-0.000281139     -6.5316
-0.000562278     -13.0632
-0.000843417     -19.5948
-0.00112456     -26.1264
-0.00140569     -32.658
-0.00168683     -39.1896
-0.00196797     -45.7212
-0.00224911     -52.2528
-0.00253025     -58.7844
-0.00281139     -65.316
-0.00309253     -71.8476
-0.00337367     -78.3792
-0.00365481     -84.9109
-0.00393594     -91.4425
-0.00421708     -97.9741
-0.00449822     -104.506
-0.00477936     -111.037
-0.0050605     -117.569
-0.00534164     -124.1
-0.00562278     -130.632
-0.00590392     -137.164
-0.00618506     -143.695
-0.00646619     -150.227
-0.00674733     -156.758
-0.00702847     -163.29
-0.00674733     -156.758
-0.00646619     -150.227
-0.00618506     -143.695
-0.00590392     -137.164
-0.00562278     -130.632
-0.00534164     -124.1
-0.0050605     -117.569
-0.00477936     -111.037
-0.00449822     -104.506
-0.00421708     -97.9741
-0.00393594     -91.4425
-0.00365481     -84.9109
-0.00337367     -78.3792
-0.00309253     -71.8476
-0.00281139     -65.316
-0.00253025     -58.7844
-0.00224911     -52.2528
-0.00196797     -45.7212
-0.00168683     -39.1896
-0.00140569     -32.658
-0.00112456     -26.1264
-0.000843417     -19.5948
-0.000562278     -13.0632
-0.000281139     -6.5316
-6.07153e-18     -6.245e-14
0.000281139     6.5316
0.000562278     13.0632
0.000843417     19.5948
0.00112456     26.1264
0.00140569     32.658
0.00168683     39.1896
0.00196797     45.7212
0.00224911     52.2528
0.00253025     58.7844
0.00281139     65.316
0.00309253     71.8476
0.00337367     78.3792
0.00365481     84.9109
0.00393594     91.4425
0.00421708     97.9741
0.00449822     104.506
0.00477936     111.037
0.0050605     117.569
0.00534164     124.1
0.00562278     130.632
0.00590392     137.164
0.00618506     143.695
0.00646619     150.227
0.00674733     156.758
0.00702847     163.29
0.00674733     156.758
0.00646619     150.227
0.00618506     143.695
0.00590392     137.164
0.00562278     130.632
0.00534164     124.1
0.0050605     117.569
0.00477936     111.037
0.00449822     104.506
0.00421708     97.9741
0.00393594     91.4425
0.00365481     84.9109
0.00337367     78.3792
0.00309253     71.8476
0.00281139     65.316
0.00253025     58.7844
0.00224911     52.2528
0.00196797     45.7212
0.00168683     39.1896
0.00140569     32.658
0.00112456     26.1264
0.000843417     19.5948
0.000562278     13.0632
0.000281139     6.5316
-6.07153e-18     -6.245e-14
-0.000281139     -6.5316
-0.000562278     -13.0632
-0.000843417     -19.5948
-0.00112456     -26.1264
-0.00140569     -32.658
-0.00168683     -39.1896
-0.00196797     -45.7212
-0.00224911     -52.2528
-0.00253025     -58.7844
-0.00281139     -65.316
-0.00309253     -71.8476
-0.00337367     -78.3792
-0.00365481     -84.9109
-0.00393594     -91.4425
-0.00421708     -97.9741
-0.00449822     -104.506
-0.00477936     -111.037
-0.0050605     -117.569
-0.00534164     -124.1
-0.00562278     -130.632
-0.00590392     -137.164
-0.00618506     -143.695
-0.00646619     -150.227
-0.00674733     -156.758
-0.00702847     -163.29
-0.00674733     -156.758
-0.00646619     -150.227
-0.00618506     -143.695
-0.00590392     -137.164
-0.00562278     -130.632
-0.00534164     -124.1
-0.0050605     -117.569
-0.00477936     -111.037
-0.00449822     -104.506
-0.00421708     -97.9741
-0.00393594     -91.4425
-0.00365481     -84.9109
-0.00337367     -78.3792
-0.00309253     -71.8476
-0.00281139     -65.316
-0.00253025     -58.7844
-0.00224911     -52.2528
-0.00196797     -45.7212
-0.00168683     -39.1896
-0.00140569     -32.658
-0.00112456     -26.1264
-0.000843417     -19.5948
-0.000562278     -13.0632
-0.000281139     -6.5316
-6.07153e-18     -6.245e-14
0.000281139     6.5316
0.000562278     13.0632
0.000843417     19.5948
0.00112456     26.1264
0.00140569     32.658
0.00168683     39.1896
0.00196797     45.7212
0.00224911     52.2528
0.00253025     58.7844
0.00281139     65.316
0.00309253     71.8476
0.00337367     78.3792
0.00365481     84.9109
0.00393594     91.4425
0.00421708     97.9741
0.00449822     104.506
0.00477936     111.037
0.0050605     117.569
0.00534164     124.1
0.00562278     130.632
0.00590392     137.164
0.00618506     143.695
0.00646619     150.227
0.00674733     156.758
0.00702847     163.29
0.00674733     156.758
0.00646619     150.227
0.00618506     143.695
0.00590392     137.164
0.00562278     130.632
0.00534164     124.1
0.0050605     117.569
0.00477936     111.037
0.00449822     104.506
0.00421708     97.9741
0.00393594     91.4425
0.00365481     84.9109
0.00337367     78.3792
0.00309253     71.8476
0.00281139     65.316
0.00253025     58.7844
0.00224911     52.2528
0.00196797     45.7212
0.00168683     39.1896
0.00140569     32.658
0.00112456     26.1264
0.000843417     19.5948
0.000562278     13.0632
0.000281139     6.5316
-6.07153e-18     -6.245e-14
-0.000281139     -6.5316
-0.000562278     -13.0632
-0.000843417     -19.5948
-0.00112456     -26.1264
-0.00140569     -32.658
-0.00168683     -39.1896
-0.00196797     -45.7212
-0.00224911     -52.2528
-0.00253025     -58.7844
-0.00281139     -65.316
-0.00309253     -71.8476
-0.00337367     -78.3792
-0.00365481     -84.9109
-0.00393594     -91.4425
-0.00421708     -97.9741
